Shipment_ID,Origin,Destination,Distance_Miles,Weight_Lbs,Transport_Mode,Carrier,Lead_Time_Days,Fuel_Surcharge_Rate,Is_Urgent,Actual_Price_USD,Predicted_Price_USD
SHP100245,Los Angeles,Miami,2168.0,1437.0,Air Freight,FedEx,10,0.2,1,8235.13,8508.4616
SHP100246,Miami,Los Angeles,2129.0,11425.0,LTL,FedEx,3,0.19,0,4134.45,4171.114900000004
SHP100247,Atlanta,New York,1935.0,6602.0,LTL,FedEx,8,0.32,0,3586.72,3448.141099999999
SHP100248,Los Angeles,New York,2349.0,1080.0,Truckload,USPS,12,0.38,0,5112.12,5243.5716
SHP100249,Houston,Los Angeles,2451.0,10007.0,LTL,USPS,1,0.38,0,4522.51,4503.843800000003
SHP100250,Houston,New York,1966.0,13005.0,LTL,FedEx,11,0.23,0,4098.24,4044.927499999996
SHP100251,Los Angeles,Atlanta,1935.0,1270.0,Truckload,USPS,9,0.21,0,5137.23,4870.290199999998
SHP100252,Houston,Chicago,1761.0,13172.0,LTL,USPS,9,0.16,0,3661.4,3698.5767000000033
SHP100253,Los Angeles,Atlanta,2237.0,13213.0,LTL,USPS,10,0.35,0,4530.46,4580.801400000006
SHP100254,New York,Los Angeles,2406.0,12048.0,LTL,FedEx,2,0.17,1,4953.85,4737.180300000002
SHP100255,Los Angeles,Miami,1970.0,10656.0,Truckload,FedEx,4,0.28,0,5425.62,5414.888099999996
SHP100256,Los Angeles,Chicago,2397.0,13339.0,Truckload,FedEx,13,0.33,0,6491.84,6566.4896000000035
SHP100257,Houston,Chicago,1785.0,12587.0,LTL,USPS,8,0.43,1,4219.55,4165.576799999995
SHP100258,Houston,Los Angeles,2244.0,6085.0,LTL,FedEx,7,0.24,0,3845.57,3885.3400000000042
SHP100259,Chicago,Houston,1841.0,9860.0,LTL,USPS,1,0.22,0,3649.88,3645.815900000001
SHP100260,Chicago,Miami,1519.0,9505.0,LTL,DHL Express,5,0.35,1,3549.02,3511.243900000001
SHP100261,New York,Chicago,1903.0,6573.0,Truckload,USPS,7,0.34,0,4874.44,4941.315299999998
SHP100262,Chicago,Miami,1525.0,8124.0,LTL,UPS,4,0.25,0,3038.49,3088.203299999998
SHP100263,Los Angeles,Houston,2458.0,9113.0,LTL,FedEx,1,0.43,0,4447.57,4452.873700000005
SHP100264,Houston,Los Angeles,2392.0,884.0,Truckload,FedEx,9,0.4,1,5667.33,5597.576500000001
SHP100265,Chicago,New York,2066.0,11064.0,Truckload,UPS,5,0.22,0,5678.2,5581.3058999999985
SHP100266,Chicago,Atlanta,1809.0,9160.0,Truckload,USPS,11,0.22,0,4857.37,4994.7194999999965
SHP100267,New York,Los Angeles,2387.0,1774.0,LTL,DHL Express,2,0.3,0,3812.22,3838.348699999996
SHP100268,Miami,Los Angeles,2052.0,6648.0,LTL,UPS,8,0.38,0,3723.92,3681.491100000001
SHP100269,New York,Houston,1914.0,2463.0,LTL,UPS,11,0.16,0,3142.65,3126.179500000002
SHP100270,Los Angeles,Atlanta,2278.0,9555.0,LTL,USPS,13,0.36,0,4169.32,4181.855900000004
SHP100271,Houston,Atlanta,1857.0,6043.0,Truckload,FedEx,2,0.34,0,4836.58,4852.118600000001
SHP100272,New York,Miami,1660.0,4548.0,Air Freight,USPS,3,0.22,0,6524.18,6439.511900000005
SHP100273,Chicago,Miami,1511.0,7470.0,Truckload,UPS,10,0.35,0,3546.61,3948.965399999994
SHP100274,Houston,New York,2065.0,2618.0,Truckload,UPS,1,0.43,0,4857.6,4812.727899999994
SHP100275,Houston,New York,1956.0,13665.0,LTL,FedEx,11,0.16,1,4512.84,4342.067100000001
SHP100276,Chicago,New York,1958.0,9380.0,Truckload,FedEx,2,0.25,0,5226.56,5284.0400999999965
SHP100277,New York,Miami,1725.0,259.0,LTL,FedEx,7,0.28,1,3032.83,2773.1272999999997
SHP100278,Chicago,Houston,1830.0,9306.0,Truckload,USPS,10,0.42,1,5397.74,5377.287899999997
SHP100279,Miami,Atlanta,1670.0,4961.0,LTL,FedEx,2,0.44,0,3055.05,2988.464999999998
SHP100280,Houston,Los Angeles,2309.0,2270.0,LTL,UPS,6,0.28,0,3722.09,3732.1947000000014
SHP100281,Atlanta,Houston,1893.0,283.0,LTL,UPS,3,0.38,1,3326.73,3390.350900000003
SHP100282,Atlanta,Miami,1557.0,842.0,Air Freight,DHL Express,4,0.31,0,5507.97,5620.054899999989
SHP100283,Los Angeles,Atlanta,2245.0,14245.0,LTL,USPS,11,0.31,1,4809.62,4770.579199999999
SHP100284,Chicago,Los Angeles,2389.0,13951.0,LTL,DHL Express,13,0.23,0,4727.94,4715.7786000000015
SHP100285,Chicago,Los Angeles,2390.0,3160.0,LTL,UPS,8,0.22,0,3937.79,3942.200499999994
SHP100286,Los Angeles,Chicago,2419.0,7470.0,Truckload,DHL Express,3,0.24,0,5388.37,5557.2617
SHP100287,Los Angeles,Miami,2147.0,8576.0,Truckload,UPS,10,0.32,0,5568.32,5641.0005
SHP100288,Los Angeles,Atlanta,2417.0,9601.0,Truckload,DHL Express,6,0.16,1,6614.06,6443.819600000005
SHP100289,Houston,Los Angeles,2378.0,13977.0,LTL,FedEx,1,0.42,0,4815.83,4671.469300000001
SHP100290,Miami,New York,1755.0,5243.0,Truckload,DHL Express,7,0.2,0,4349.16,4314.953999999996
SHP100291,Chicago,Los Angeles,2231.0,1264.0,LTL,FedEx,8,0.22,1,3805.76,3821.7249000000024
SHP100292,Houston,Los Angeles,2275.0,4469.0,Air Freight,FedEx,11,0.31,0,8354.98,8400.691999999994
SHP100293,Los Angeles,Atlanta,2230.0,7364.0,Truckload,USPS,8,0.36,0,5588.76,5584.397500000005
SHP100294,Chicago,Atlanta,1829.0,14128.0,LTL,FedEx,3,0.18,0,3970.5,3898.0352999999996
SHP100295,Houston,Miami,1935.0,8525.0,LTL,FedEx,10,0.25,0,3117.6,3299.4545999999987
SHP100296,Miami,Atlanta,1533.0,262.0,LTL,DHL Express,1,0.44,0,2458.94,2541.333300000004
SHP100297,Houston,Chicago,1935.0,1708.0,LTL,UPS,9,0.23,0,2942.17,2991.498200000003
SHP100298,Miami,New York,1656.0,12320.0,LTL,USPS,13,0.24,0,3470.34,3599.4449999999983
SHP100299,Los Angeles,Miami,2008.0,14079.0,Truckload,FedEx,6,0.4,0,6013.94,5791.180399999998
SHP100300,Miami,Houston,1518.0,5074.0,LTL,USPS,11,0.17,0,2697.61,2737.871299999996
SHP100301,Chicago,Houston,1783.0,13089.0,LTL,DHL Express,9,0.29,0,3765.35,3773.5038999999965
SHP100302,Los Angeles,Atlanta,2299.0,9659.0,LTL,FedEx,7,0.26,0,4229.25,4242.5031
SHP100303,Chicago,Los Angeles,2294.0,10628.0,LTL,DHL Express,1,0.24,0,4450.47,4453.0645999999915
SHP100304,Atlanta,Houston,1746.0,5967.0,Air Freight,USPS,12,0.24,0,6948.41,7015.128699999998
SHP100305,New York,Chicago,1929.0,5191.0,LTL,DHL Express,12,0.18,0,3296.18,3300.6138999999953
SHP100306,Miami,New York,1797.0,1844.0,Truckload,USPS,1,0.24,1,4664.42,4612.184699999997
SHP100307,New York,Houston,2008.0,6038.0,Air Freight,DHL Express,6,0.16,0,7811.64,7781.974299999999
SHP100308,New York,Chicago,2092.0,8346.0,Truckload,USPS,5,0.38,0,5474.49,5413.747899999996
SHP100309,Miami,New York,1682.0,13827.0,Air Freight,UPS,9,0.27,0,8133.43,7896.565100000002
SHP100310,Los Angeles,Houston,2432.0,5628.0,LTL,DHL Express,2,0.28,0,4138.92,4180.534099999997
SHP100311,Atlanta,Chicago,1935.0,5601.0,Air Freight,DHL Express,8,0.42,0,7600.43,7620.435699999999
SHP100312,Chicago,New York,1898.0,13107.0,LTL,UPS,11,0.35,0,3941.13,3956.547199999999
SHP100313,Houston,New York,1950.0,12135.0,LTL,UPS,5,0.15,0,4035.05,4004.682199999995
SHP100314,Chicago,Miami,1491.0,3895.0,Truckload,DHL Express,2,0.43,0,3722.25,3765.604399999995
SHP100315,Houston,Chicago,1973.0,11932.0,Air Freight,UPS,13,0.22,1,9516.83,9312.61889999999
SHP100316,Chicago,New York,2025.0,6956.0,Air Freight,FedEx,10,0.18,0,7978.2,8057.191299999994
SHP100317,Miami,Los Angeles,2207.0,14297.0,LTL,USPS,11,0.38,0,4528.37,4499.982099999997
SHP100318,Atlanta,Houston,1871.0,14365.0,LTL,USPS,11,0.3,1,4404.64,4242.7829
SHP100319,Houston,New York,1908.0,11534.0,Air Freight,USPS,12,0.28,0,8409.34,8502.642600000003
SHP100320,Los Angeles,New York,2426.0,428.0,LTL,FedEx,6,0.22,0,3754.83,3811.6371999999997
SHP100321,Chicago,Miami,1588.0,3343.0,Truckload,UPS,10,0.31,0,3703.02,3882.700399999998
SHP100322,Chicago,Miami,1675.0,3379.0,Air Freight,UPS,8,0.23,0,6248.75,6250.618
SHP100323,Houston,New York,1952.0,4858.0,LTL,DHL Express,4,0.42,0,3391.46,3414.1444000000024
SHP100324,Los Angeles,Miami,2155.0,11680.0,LTL,UPS,2,0.21,0,4184.74,4264.201199999996
SHP100325,Los Angeles,Houston,2448.0,7987.0,LTL,DHL Express,12,0.42,0,4352.89,4377.850300000006
SHP100326,Miami,New York,1935.0,13710.0,LTL,FedEx,11,0.32,0,3865.76,3944.0579000000016
SHP100327,Miami,Atlanta,1701.0,274.0,Air Freight,USPS,5,0.4,0,5957.03,6317.5002
SHP100328,Miami,New York,1611.0,14075.0,LTL,USPS,12,0.36,1,3984.79,3857.1261999999983
SHP100329,Miami,Houston,1732.0,787.0,Air Freight,USPS,2,0.36,0,6100.04,6243.507999999999
SHP100330,Miami,Chicago,1530.0,285.0,LTL,UPS,2,0.25,0,2447.91,2468.2766000000024
SHP100331,Miami,New York,1820.0,12520.0,Air Freight,DHL Express,6,0.22,0,8375.71,8346.455899999992
SHP100332,Atlanta,Chicago,1852.0,761.0,LTL,DHL Express,11,0.21,0,2925.4,2953.324299999999
SHP100333,Los Angeles,Miami,2198.0,6038.0,LTL,FedEx,10,0.41,1,4237.1,4147.795899999997
SHP100334,Miami,Chicago,1571.0,7470.0,LTL,UPS,9,0.4,0,3650.64,3410.492600000004
SHP100335,Los Angeles,New York,2473.0,1938.0,Truckload,FedEx,13,0.28,0,5394.27,5433.2720000000045
SHP100336,Los Angeles,Atlanta,2341.0,12960.0,Truckload,DHL Express,4,0.19,0,6409.57,6482.457499999994
SHP100337,New York,Miami,1749.0,7223.0,Air Freight,DHL Express,6,0.26,0,7204.22,7248.69549999999
SHP100338,Atlanta,New York,1878.0,1309.0,LTL,USPS,7,0.34,0,2996.63,2997.7640000000033
SHP100339,Miami,Atlanta,1624.0,5296.0,LTL,UPS,13,0.29,0,2933.54,2934.582100000001
SHP100340,Chicago,Houston,1935.0,7321.0,Truckload,DHL Express,11,0.38,0,4629.82,4632.331500000003
SHP100341,Houston,Chicago,1976.0,798.0,LTL,USPS,6,0.45,0,3136.74,3168.8326999999977
SHP100342,Chicago,Houston,1741.0,7470.0,LTL,UPS,8,0.21,0,3655.42,3588.5055999999986
SHP100343,Atlanta,New York,1948.0,3601.0,Air Freight,FedEx,4,0.29,1,8037.94,7842.975399999991
SHP100344,Houston,Atlanta,1862.0,14540.0,Air Freight,UPS,12,0.28,0,8796.8,8713.503300000006
SHP100345,Atlanta,Miami,1570.0,6450.0,Air Freight,UPS,1,0.24,0,6526.46,6645.702299999999
SHP100346,Los Angeles,Chicago,2459.0,14620.0,Truckload,DHL Express,7,0.21,0,6770.02,6727.735399999998
SHP100347,Houston,Miami,1935.0,6693.0,LTL,DHL Express,3,0.17,0,2985.91,3141.8962999999985
SHP100348,Los Angeles,New York,2361.0,14674.0,LTL,UPS,6,0.42,0,4822.66,4783.258599999995
SHP100349,Chicago,Miami,1563.0,8751.0,Truckload,DHL Express,2,0.28,1,4885.77,4961.364700000004
SHP100350,Chicago,New York,2020.0,13913.0,Air Freight,DHL Express,9,0.3,0,9244.79,9127.148000000008
SHP100351,Houston,New York,1930.0,1873.0,LTL,DHL Express,1,0.43,1,3550.33,3460.627400000002
SHP100352,Houston,Miami,1558.0,6902.0,LTL,USPS,6,0.38,0,3030.69,3106.297500000002
SHP100353,Miami,Houston,1534.0,13122.0,LTL,USPS,6,0.19,0,3383.48,3468.0451999999973
SHP100354,Atlanta,New York,1955.0,11183.0,Truckload,UPS,5,0.32,0,5530.61,5474.880099999993
SHP100355,Miami,New York,1746.0,14683.0,Air Freight,DHL Express,13,0.28,0,8514.88,8271.468000000003
SHP100356,Atlanta,Houston,1906.0,7827.0,Truckload,USPS,5,0.39,0,4979.16,4863.513199999995
SHP100357,Miami,Los Angeles,2130.0,4282.0,LTL,UPS,1,0.37,0,3612.99,3662.636299999996
SHP100358,Los Angeles,Chicago,2437.0,6569.0,Air Freight,DHL Express,10,0.36,1,10132.17,9978.14830000001
SHP100359,Houston,Los Angeles,2309.0,10376.0,Truckload,FedEx,12,0.25,1,6528.77,6443.763000000004
SHP100360,Chicago,Miami,1635.0,1827.0,LTL,DHL Express,5,0.39,0,2620.02,2686.8605999999977
SHP100361,Atlanta,Houston,1738.0,1272.0,LTL,DHL Express,2,0.17,0,2732.87,2785.225900000001
SHP100362,Atlanta,Los Angeles,2271.0,7680.0,LTL,USPS,7,0.2,0,4051.13,4020.645200000003
SHP100363,Chicago,Los Angeles,2394.0,14822.0,LTL,UPS,3,0.25,0,4789.72,4728.950899999997
SHP100364,Miami,Atlanta,1518.0,13671.0,Air Freight,UPS,13,0.17,0,7491.71,7612.692799999995
SHP100365,Atlanta,Miami,1614.0,7470.0,LTL,USPS,4,0.22,0,3468.48,3208.782700000002
SHP100366,Los Angeles,Houston,1935.0,1827.0,Air Freight,DHL Express,3,0.4,0,8270.72,7817.451699999989
SHP100367,Houston,Los Angeles,2415.0,9546.0,LTL,FedEx,3,0.43,0,4473.36,4448.954499999996
SHP100368,Chicago,Atlanta,1882.0,7540.0,LTL,DHL Express,4,0.24,0,3558.36,3555.435199999993
SHP100369,Houston,Chicago,1872.0,4909.0,LTL,DHL Express,5,0.23,0,3342.41,3326.6950999999995
SHP100370,Atlanta,Los Angeles,2343.0,8943.0,LTL,FedEx,1,0.23,0,4368.33,4226.9349
SHP100371,Atlanta,Los Angeles,2329.0,8168.0,LTL,USPS,4,0.23,0,4219.3,4136.278000000002
SHP100372,Chicago,Los Angeles,2379.0,3039.0,Air Freight,UPS,12,0.16,0,8303.93,8362.437000000005
SHP100373,Los Angeles,Miami,2126.0,8393.0,Truckload,USPS,12,0.43,0,5522.93,5581.3149
SHP100374,New York,Chicago,1928.0,1375.0,Truckload,USPS,11,0.21,0,4306.82,4375.413300000003
SHP100375,Chicago,Los Angeles,2302.0,9543.0,LTL,DHL Express,8,0.28,0,4263.69,4270.905200000001
SHP100376,New York,Atlanta,1853.0,11964.0,LTL,UPS,10,0.15,0,3852.48,3821.226199999998
SHP100377,Miami,Houston,1571.0,9953.0,LTL,UPS,7,0.41,0,3309.88,3380.6722000000022
SHP100378,New York,Houston,2091.0,5177.0,Truckload,USPS,9,0.37,0,5100.73,5120.309799999997
SHP100379,Los Angeles,Houston,2394.0,9048.0,LTL,FedEx,5,0.43,0,4455.03,4404.6660000000065
SHP100380,Miami,Houston,1666.0,12572.0,LTL,USPS,13,0.38,0,3597.46,3596.8885000000014
SHP100381,New York,Houston,2021.0,2772.0,Truckload,FedEx,10,0.24,0,4508.12,4602.177899999996
SHP100382,Miami,Chicago,1935.0,4706.0,LTL,UPS,4,0.22,0,3022.02,3336.0659999999984
SHP100383,New York,Houston,2057.0,1375.0,LTL,USPS,8,0.36,0,3328.52,3313.2136000000005
SHP100384,Los Angeles,Miami,2044.0,4183.0,LTL,DHL Express,9,0.26,0,3419.1,3383.9315999999985
SHP100385,New York,Houston,1863.0,9401.0,Air Freight,USPS,13,0.32,1,8685.29,8586.796500000006
SHP100386,New York,Los Angeles,2460.0,2919.0,Truckload,UPS,7,0.15,0,5476.71,5584.255200000005
SHP100387,New York,Chicago,2092.0,12758.0,LTL,DHL Express,7,0.17,1,4633.32,4562.428500000004
SHP100388,Chicago,Los Angeles,2323.0,1292.0,LTL,DHL Express,5,0.31,0,3734.38,3740.834000000003
SHP100389,Chicago,Los Angeles,2271.0,8589.0,Air Freight,FedEx,4,0.32,0,9143.18,9119.64600000001
SHP100390,Chicago,Miami,1595.0,1881.0,Truckload,DHL Express,10,0.38,0,3701.55,3796.808799999995
SHP100391,Los Angeles,Chicago,2273.0,1619.0,LTL,DHL Express,1,0.19,0,3577.75,3596.8238000000006
SHP100392,Miami,Chicago,1591.0,12177.0,Air Freight,USPS,10,0.3,0,7598.11,7617.449299999995
SHP100393,Atlanta,Chicago,1902.0,7296.0,LTL,UPS,10,0.21,0,3506.52,3460.238
SHP100394,New York,Chicago,1955.0,1968.0,Truckload,FedEx,7,0.18,0,4436.99,4422.202799999996
SHP100395,New York,Chicago,2059.0,6466.0,Truckload,USPS,1,0.27,0,5197.5,5073.865199999999
SHP100396,Los Angeles,Miami,2155.0,3282.0,LTL,DHL Express,1,0.2,0,3704.4,3667.6644000000024
SHP100397,New York,Houston,1869.0,3808.0,Air Freight,DHL Express,5,0.22,0,6957.86,7053.655799999992
SHP100398,Chicago,Los Angeles,2267.0,6047.0,Truckload,FedEx,13,0.25,0,5391.3,5475.677899999994
SHP100399,Atlanta,Chicago,1841.0,2405.0,Truckload,UPS,9,0.23,0,4200.3,4347.371499999995
SHP100400,Houston,Los Angeles,2426.0,9639.0,LTL,FedEx,6,0.18,0,4374.26,4402.060000000004
SHP100401,New York,Houston,1906.0,11022.0,LTL,USPS,3,0.18,1,4099.3,4120.871599999996
SHP100402,Chicago,Los Angeles,2439.0,1874.0,LTL,FedEx,13,0.21,1,4118.41,4054.038999999995
SHP100403,Houston,Miami,1694.0,10733.0,Truckload,DHL Express,3,0.17,0,4836.02,4857.016600000005
SHP100404,Atlanta,Houston,1925.0,7470.0,LTL,USPS,7,0.34,0,3517.69,3530.5637
SHP100405,Houston,Atlanta,1848.0,4110.0,Truckload,DHL Express,6,0.24,1,4960.28,4928.489900000007
SHP100406,Chicago,Houston,1935.0,5374.0,Truckload,UPS,9,0.23,0,4718.56,4711.375699999999
SHP100407,Miami,New York,1706.0,454.0,LTL,DHL Express,6,0.25,0,2671.94,2668.580500000001
SHP100408,Miami,Houston,1581.0,1771.0,Truckload,DHL Express,5,0.35,1,4211.02,4150.857599999999
SHP100409,Houston,Los Angeles,2261.0,5366.0,LTL,FedEx,10,0.41,0,3855.25,3909.229300000002
SHP100410,Los Angeles,Miami,2006.0,11067.0,Air Freight,DHL Express,7,0.38,0,8755.23,8751.43829999999
SHP100411,Houston,Atlanta,1737.0,3895.0,LTL,USPS,1,0.37,0,3065.71,3028.6544000000013
SHP100412,New York,Houston,1893.0,4260.0,LTL,USPS,12,0.3,0,3148.28,3199.0290000000027
SHP100413,New York,Houston,1947.0,11434.0,LTL,UPS,7,0.36,1,4167.55,4186.239899999997
SHP100414,Miami,Chicago,1725.0,14014.0,LTL,USPS,3,0.32,0,3836.95,3794.0978000000036
SHP100415,Los Angeles,Miami,2102.0,114.0,Truckload,FedEx,9,0.21,0,4507.77,4693.805600000004
SHP100416,Chicago,New York,1967.0,9541.0,Truckload,UPS,6,0.21,0,5381.29,5364.667799999995
SHP100417,New York,Los Angeles,2398.0,13162.0,Truckload,USPS,9,0.24,0,6563.4,6563.5373000000045
SHP100418,Miami,Chicago,1648.0,7470.0,LTL,FedEx,13,0.42,0,3110.05,3211.9865999999984
SHP100419,Atlanta,Chicago,1774.0,14687.0,LTL,USPS,5,0.31,0,3925.46,3898.2415000000037
SHP100420,Miami,Houston,1626.0,9657.0,LTL,USPS,7,0.37,1,3682.64,3639.5743000000057
SHP100421,New York,Houston,2083.0,11835.0,Truckload,DHL Express,13,0.25,0,5818.04,5803.418799999994
SHP100422,New York,Miami,1641.0,1018.0,Air Freight,USPS,4,0.27,0,5723.18,5897.835200000001
SHP100423,Miami,Chicago,1522.0,418.0,LTL,USPS,7,0.19,0,2411.95,2461.075900000003
SHP100424,Chicago,Miami,1615.0,8474.0,LTL,FedEx,13,0.2,0,3240.77,3239.2092999999995
SHP100425,Houston,Chicago,1796.0,2292.0,Truckload,FedEx,1,0.4,1,4720.28,4576.362300000001
SHP100426,New York,Los Angeles,2359.0,5052.0,Air Freight,DHL Express,7,0.33,0,8886.84,8914.857499999993
SHP100427,Miami,Chicago,1603.0,3133.0,Truckload,USPS,8,0.25,0,3800.67,3862.242100000001
SHP100428,Miami,Houston,1693.0,8123.0,Air Freight,DHL Express,5,0.39,0,7275.48,7293.4229999999925
SHP100429,Los Angeles,Houston,2238.0,9162.0,LTL,USPS,2,0.22,0,4163.57,4161.922299999998
SHP100430,Houston,New York,1980.0,8930.0,LTL,UPS,5,0.44,0,3698.61,3738.141399999995
SHP100431,Atlanta,Chicago,1947.0,12514.0,Air Freight,UPS,6,0.25,0,8734.83,8751.82589999999
SHP100432,Chicago,Miami,1674.0,14602.0,Truckload,DHL Express,12,0.25,0,5180.28,5314.3607999999995
SHP100433,Atlanta,New York,1879.0,13372.0,LTL,DHL Express,2,0.24,1,4369.3,4333.536199999995
SHP100434,Houston,New York,1986.0,1519.0,Truckload,DHL Express,6,0.19,0,4462.15,4445.681500000006
SHP100435,Houston,Chicago,1883.0,4775.0,Air Freight,FedEx,6,0.18,1,7974.95,7655.203899999999
SHP100436,Houston,New York,1979.0,4309.0,Truckload,FedEx,1,0.34,0,4835.26,4699.384399999998
SHP100437,Atlanta,Miami,1551.0,3672.0,Truckload,FedEx,1,0.41,0,3870.21,3851.206000000003
SHP100438,Houston,New York,1852.0,10342.0,LTL,DHL Express,11,0.39,0,3739.85,3701.9716999999987
SHP100439,Miami,Atlanta,1663.0,10507.0,Truckload,USPS,10,0.19,0,4746.27,4793.865299999999
SHP100440,Atlanta,Chicago,1797.0,12031.0,Truckload,UPS,3,0.31,0,5273.79,5287.876399999993
SHP100441,Houston,Los Angeles,2234.0,873.0,Air Freight,DHL Express,10,0.18,0,7567.36,7810.066099999993
SHP100442,Miami,New York,1935.0,3481.0,Air Freight,FedEx,10,0.16,0,6637.58,6958.846199999995
SHP100443,Los Angeles,Houston,2350.0,6578.0,Air Freight,FedEx,12,0.35,1,9757.27,9704.657700000009
SHP100444,Houston,Miami,1720.0,4201.0,LTL,DHL Express,3,0.31,0,3071.02,3017.0727
SHP100445,Atlanta,New York,1893.0,4263.0,Truckload,DHL Express,4,0.17,0,4498.9,4679.532299999999
SHP100446,New York,Atlanta,2012.0,7470.0,Truckload,FedEx,2,0.16,1,5602.35,5451.127899999995
SHP100447,Houston,Los Angeles,2264.0,9039.0,Truckload,USPS,9,0.45,0,5912.22,5922.8555999999935
SHP100448,New York,Los Angeles,2544.0,829.0,Truckload,FedEx,10,0.16,0,5437.98,5435.640999999998
SHP100449,Miami,Los Angeles,2106.0,11092.0,Air Freight,FedEx,12,0.28,0,8971.11,8971.476499999995
SHP100450,Los Angeles,New York,2459.0,2942.0,LTL,DHL Express,11,0.3,0,3995.96,4005.514600000002
SHP100451,Chicago,New York,2038.0,5584.0,Truckload,USPS,7,0.19,0,4949.42,4954.934000000001
SHP100452,Los Angeles,Houston,2455.0,10135.0,LTL,FedEx,7,0.2,1,4866.54,4837.421299999996
SHP100453,Houston,Atlanta,1935.0,3356.0,LTL,FedEx,6,0.26,0,3069.95,3109.126800000004
SHP100454,New York,Atlanta,2021.0,2952.0,Truckload,UPS,3,0.38,0,4797.92,4786.4887999999955
SHP100455,New York,Miami,1673.0,13045.0,Truckload,DHL Express,6,0.3,0,5179.99,5225.143499999995
SHP100456,Atlanta,New York,1880.0,13441.0,LTL,UPS,12,0.34,0,3946.58,3935.927
SHP100457,New York,Houston,2085.0,3768.0,LTL,UPS,8,0.45,0,3580.07,3538.7908000000025
SHP100458,Atlanta,Miami,1536.0,71.0,Truckload,FedEx,8,0.38,0,3343.73,3499.649499999998
SHP100459,Miami,Los Angeles,2099.0,1550.0,LTL,DHL Express,11,0.28,0,3277.74,3349.268799999999
SHP100460,Chicago,Los Angeles,2305.0,9084.0,LTL,USPS,13,0.28,0,4104.2,4118.259900000004
SHP100461,Houston,Atlanta,1939.0,10002.0,LTL,FedEx,9,0.34,0,3859.99,3843.166399999996
SHP100462,Atlanta,Chicago,1806.0,3691.0,LTL,USPS,1,0.35,0,3090.1,3190.920800000001
SHP100463,Chicago,Atlanta,1839.0,5262.0,LTL,USPS,1,0.3,0,3286.82,3294.471800000003
SHP100464,New York,Miami,1678.0,241.0,LTL,DHL Express,3,0.34,0,2614.42,2618.2860000000037
SHP100465,New York,Chicago,1935.0,13356.0,LTL,UPS,3,0.16,0,4031.91,4011.8376999999946
SHP100466,Chicago,Miami,1595.0,13464.0,Air Freight,DHL Express,10,0.28,1,8554.01,8330.320600000001
SHP100467,New York,Los Angeles,2373.0,8637.0,Truckload,USPS,8,0.23,0,5944.22,5952.624499999992
SHP100468,Miami,Chicago,1563.0,7224.0,Truckload,FedEx,10,0.19,0,4195.05,4184.787099999996
SHP100469,Miami,Atlanta,1545.0,5164.0,LTL,USPS,1,0.18,0,2769.85,2784.7927000000013
SHP100470,Chicago,Los Angeles,2380.0,4712.0,LTL,FedEx,13,0.33,0,3941.28,3979.2527000000064
SHP100471,Atlanta,Houston,1856.0,4376.0,Truckload,FedEx,2,0.31,1,4935.78,4957.4911000000075
SHP100472,Atlanta,New York,2066.0,9115.0,LTL,DHL Express,2,0.23,0,3846.82,3849.755500000004
SHP100473,Chicago,Houston,1935.0,10863.0,LTL,USPS,3,0.29,1,4162.02,4166.040600000001
SHP100474,Atlanta,New York,2078.0,4385.0,Truckload,UPS,13,0.3,0,4824.06,4910.761899999999
SHP100475,Atlanta,New York,1879.0,8331.0,Truckload,USPS,6,0.21,0,4907.59,4970.509600000008
SHP100476,Miami,Los Angeles,2040.0,7470.0,LTL,USPS,1,0.35,1,4364.57,4228.274000000006
SHP100477,Atlanta,Miami,1687.0,8698.0,LTL,UPS,2,0.38,0,3333.53,3333.4573000000037
SHP100478,Los Angeles,Miami,2087.0,10522.0,Truckload,DHL Express,13,0.39,0,5732.92,5745.011799999997
SHP100479,Houston,New York,1904.0,12691.0,LTL,USPS,13,0.33,0,4009.61,3930.8847999999975
SHP100480,New York,Houston,1916.0,9246.0,Truckload,USPS,1,0.3,1,5662.98,5570.724499999994
SHP100481,Los Angeles,Houston,2350.0,13694.0,Truckload,FedEx,5,0.17,1,7041.9,6894.529500000007
SHP100482,Atlanta,Houston,1732.0,12776.0,Air Freight,USPS,13,0.24,0,8099.97,8055.534199999991
SHP100483,Miami,Atlanta,1515.0,5544.0,LTL,UPS,13,0.18,1,3084.38,2978.4988000000026
SHP100484,Chicago,New York,1906.0,8586.0,Air Freight,FedEx,7,0.44,0,7970.58,8017.507099999991
SHP100485,Atlanta,Miami,1615.0,2761.0,Truckload,DHL Express,8,0.19,0,3794.33,3846.9397
SHP100486,Miami,Atlanta,1641.0,7645.0,LTL,FedEx,10,0.2,0,3123.27,3176.1230000000005
SHP100487,Houston,Atlanta,1782.0,12994.0,LTL,UPS,1,0.42,0,3832.81,3829.1393
SHP100488,Atlanta,Chicago,1927.0,6323.0,Truckload,UPS,7,0.43,0,4921.29,4907.878899999993
SHP100489,Chicago,Atlanta,1772.0,6334.0,LTL,FedEx,13,0.38,0,3203.34,3209.9704000000033
SHP100490,Miami,Chicago,1677.0,10704.0,LTL,DHL Express,5,0.15,0,3391.13,3440.5640000000008
SHP100491,Miami,New York,1795.0,9358.0,LTL,FedEx,10,0.15,0,3486.3,3479.1078999999972
SHP100492,Miami,Chicago,1538.0,8867.0,Air Freight,DHL Express,1,0.26,0,6917.58,7030.395799999994
